rubbish -->,http://www.sec.gov/xxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,132,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,442,1002338,0.0025,,,1002338,Group 2,3000008774,1,1,0,442,7,,,,,,1,0,0,,442,,,0,,20121025,1300000,0.035,360,360,20121201,442,1,0,0,,1295902.21,0.035,5837.58,20130101,0,,442,,,,,,,,,,,442,,,,,,,,,,,442,,,,,,99,99,60,,462,442,1,,1,,20,,0,1,,,442,,,,,,726,,,,,442,,,,,,,,0,,,442,0,0,26150.33,0,0,26150.33,1,4,,2,442,,4,,340584.04,8795.48,0.336343,,,100,442,GWYNEDD VALLEY,PA,19437,1,1,1625000,1855000,3,20121022,442,,,,,,,,0.8,0.8,0,0,0,442,,,,,,,,,,,442,,,,,,,,,,20,442,,0,20421101,0,0,0,0,442,0,0,Full,Two Years,Two Months
,443,1002338,0.0025,,,1002338,Group 2,3000008781,1,1,0,443,7,,,,,,1,0,0,,443,,,0,,20121102,766400,0.0365,360,360,20130101,443,1,0,0,,765225.16,0.0365,3505.97,20130101,0,,443,,,,,,,,,,,443,,,,,,,,,,,443,,,,,,99,99,60,,419,443,2,,0,,10,4.5,0,1,,,443,,,,,,748,,,,,443,,,,,,,,0,,,443,18750,13500,0,0,32250,32250,0,5,,2,443,,4,,201751.88,9102.43,0.282246,,,100,443,MEDIA,PA,19063,1,1,958000,958000,3,20121026,443,,,,,,,,0.8,0.8,0,0,0,443,,,,,,,,,,,443,,,,,,,,,,10,443,10,0,20421201,18750,0,0,13500,443,0,0,Full,Two Years,Two Months
,444,1002338,0.0025,,,1002338,Group 2,3000008817,1,1,0,444,7,,,,,,1,0,0,,444,,,200000,,20121102,1360000,0.0365,360,360,20130101,444,1,0,0,,1357915.22,0.0365,6221.45,20130101,0,,444,,,,,,,,,,,444,,,,,,,,,,,444,,,,,,99,99,60,,249,444,3,,0,,1,3,0,1,,,444,,,,,,747,,,,,444,,,,,,,,0,,,444,30833.33,13000,0,0,51151.66,64477.24,1,5,,3,444,,4,,439956.9,25405.19,0.394018,,,100,444,BRYN MAWR,PA,19010,1,1,1950000,1950000,3,20121019,444,,,,,,,,0.8,0.6974,0,0,0,444,,,,,,,,,,,444,,,,,,,,,,16,444,3,200000,20421201,30833.33,0,0,13000,444,0,0,Full,Two Years,Two Months
,445,1002338,0.0025,,,1002338,Group 2,3000008870,1,1,0,445,9,,,,,,1,0,0,,445,,,0,,20121130,1710000,0.0365,360,360,20130201,445,1,0,0,,1710000,0.0365,7822.56,20130101,0,,445,,,,,,,,,,,445,,,,,,,,,,,445,,,,,,99,99,60,,193,445,4,,0,,23,,3,1,,,445,,,,,,774,,,,,445,,,,,,,,0,,,445,46332.64,0,15797.75,0,46332.64,62130.39,0,5,,2,445,,4,,11960683.87,11104.44,0.178728,,,,445,RIDGE,NY,11961,1,1,,2900000,3,20121114,445,,,,,,,,0.5896,0.5896,0,0,0,445,,,,,,,,,,,445,,,,,,,,,,28,445,,0,20430101,46332.64,0,0,0,445,0,0,Full,Two Years,Two Months
,446,1002338,0.0025,,,1002338,Group 2,3000009229,1,1,0,446,3,,,,,,1,0,0,,446,,,0,,20121108,1500000,0.0375,360,360,20130101,446,1,0,0,,1497740.77,0.0375,6946.73,20130101,0,,446,,,,,,,,,,,446,,,,,,,,,,,446,,,,,,99,99,60,,468,446,3,,0,,17,,0,1,,,446,,,,,,767,,,,,446,,,,,,,,0,,,446,74208,0,61216,0,74208,135424,1,5,,2,446,,4,,1687977.09,8414.3,0.062133,,,,446,BROOKLYN,NY,11231,1,1,,2500000,3,20121010,446,,,,,,,,0.6,0.6,0,0,0,446,,,,,,,,,,,446,,,,,,,,,,33,446,,0,20421201,74208,0,0,0,446,0,0,Full,Two Years,Two Months
,447,1002338,0.0025,,,1002338,Group 2,3000009602,1,1,0,447,9,,,,,,1,0,0,,447,,,0,,20121115,625000,0.04,360,360,20130101,447,1,0,0,,624099.48,0.04,2983.85,20130101,0,,447,,,,,,,,,,,447,,,,,,,,,,,447,,,,,,99,99,60,,109,447,1,,1,,0.5,7,0,1,,,447,,,,,,762,,,,,447,,,,,,,,0,,,447,6000,13050,0,0,19050,19050,1,4,,2,447,,4,,52760.43,4168.67,0.218828,,,,447,TUXEDO,NY,10987,1,3,,1100000,3,20121011,447,,,,,,,,0.5681,0.5681,0,0,0,447,,,,,,,,,,,447,,,,,,,,,,28,447,16,0,20421201,6000,0,0,13050,447,0,0,Full,Two Years,Two Months
,448,1002338,0.0025,,,1002338,Group 2,3000009711,1,1,0,448,7,,,,,,1,0,0,,448,,,0,,20121102,1400000,0.0355,360,360,20130101,448,1,0,0,,1397815.9,0.0355,6325.77,20130101,0,,448,,,,,,,,,,,448,,,,,,,,,,,448,,,,,,99,99,60,,133,448,1,,0,,1,,0,1,,,448,,,,,,812,,,,,448,,,,,,,,0,,,448,32583.33,0,0,0,32583.33,32583.33,0,5,,3,448,,4,,847381.53,8400.18,0.257806,,,100,448,Staten Island,NY,10309,1,1,1750000,1750000,3,20121023,448,,,,,,,,0.8,0.8,0,0,0,448,,,,,,,,,,,448,,,,,,,,,,16,448,,0,20421201,32583.33,0,0,0,448,0,0,Full,Two Years,Two Months
,449,1002338,0.0025,,,1002338,Group 2,3000009845,1,1,0,449,7,,,,,,1,0,0,,449,,,0,,20121129,1100000,0.032,360,360,20130201,449,1,0,0,,1100000,0.032,4757.14,20130101,0,,449,,,,,,,,,,,449,,,,,,,,,,,449,,,,,,99,99,60,,173,449,2,,0,,26,25,0,1,,,449,,,,,,816,,,,,449,,,,,,,,0,,,449,10125,19200,4639.85,0,29325,33964.85,1,5,,2,449,,4,,608162.03,11749.94,0.345944,,,100,449,New York,NY,10065,1,2,1586000,1600000,3,20121109,449,,,,,,,,0.6935,0.6935,0,0,0,449,,,,,,,,,,,449,,,,,,,,,,26,449,26,0,20430101,10125,0,0,19200,449,0,0,Full,Two Years,Two Months
,450,1000634,0.0025,,,1000634,Group 2,3500007407,1,1,0,450,9,,,,,,1,0,0,,450,,,0,,20120802,897000,0.0425,360,360,20121001,450,1,0,0,,891023.28,0.0425,4412.7,20130101,0,,450,,,,,,,,,,,450,,,,,,,,,,,450,,,,,,,,0,,496,450,1,,0,,14,4,6,1,20120928,,450,,,,,,808,779,,2,,450,,,,,,,,0,,,450,20000,23144,0,0,43144,43144,1,5,,3,450,,4,,150510.9,5957.32,0.135327,,,0,450,NEW YORK,NY,10024,1,1,,1665000,3,20120718,450,,,,,,,,0.5387,0.5387,0,0,0,450,,,,,,,,,,,450,,,,,,,,,,16,450,14,0,20420901,20000,0,0,23144,450,0,0,Full,Two Years,Two Months
,451,1000634,0.0025,,,1000634,Group 2,3500007409,1,1,0,451,9,,,,,,1,0,0,,451,,,0,,20120726,706000,0.0425,360,360,20120901,451,1,0,0,,700796.66,0.0425,3473.1,20130101,0,,451,,,,,,,,,,,451,,,,,,,,,,,451,,,,,,,,0,,61,451,1,,0,,6.6,9,3,1,20120928,,451,,,,,,795,771,,2,,451,,,,,,,,0,,,451,9915,11500,0,0,21415,21415,0,5,,3,451,,4,,256010.55,5060.58,0.209166,,,0,451,Hillsborough,NJ,8844,1,1,,1150000,3,20120716,451,,,,,,,,0.6139,0.6139,0,0,0,451,,,,,,,,,,,451,,,,,,,,,,13,451,10,0,20420801,9914.75,0,0,11500,451,0,0,Full,Two Years,Two Months
,452,1000634,0.0025,,,1000634,Group 2,3500007415,1,1,0,452,7,,,,,,1,4,0,,452,,,0,,20120727,656000,0.0425,360,360,20120901,452,1,0,0,,651448.89,0.0425,3227.13,20130101,0,,452,,,,,,,,,,,452,,,,,,,,,,,452,,,,,,,,0,,392,452,2,,0,,0.2,4.7,0,1,20120928,,452,,,,,,772,761,,2,,452,,,,,,,,0,,,452,12925,11133,0,0,24058,24058,0,5,,3,452,,4,,62902.95,9389.84,0.369449,,,100,452,HOLMDEL,NJ,7733,7,1,820000,820000,3,20120706,452,,,,,,,,0.8,0.8,0,0,0,452,,,,,,,,,,,452,,,,,,,,,,0.2,452,5,0,20420801,12924.82,0,0,11132.57,452,0,0,Full,Two Years,Two Months
,453,1000634,0.0025,,,1000634,Group 2,3500007417,1,1,0,453,7,,,,,,1,4,0,,453,,,0,,20120802,716000,0.0425,360,360,20120901,453,1,0,0,,711032.65,0.0425,3522.29,20130101,0,,453,,,,,,,,,,,453,,,,,,,,,,,453,,,,,,,,0,,102,453,2,,0,,12,5,0,1,20120928,,453,,,,,,763,777,,2,,453,,,,,,,,0,,,453,6863,18500,0,0,25363,25363,1,5,,3,453,,4,,211762.7,7540.17,0.34168,,,100,453,TENAFLY,NJ,7670,7,1,895000,900000,3,20120627,453,,,,,,,,0.8,0.8,0,0,0,453,,,,,,,,,,,453,,,,,,,,,,12,453,10,0,20420801,6863.37,0,0,18499.99,453,0,0,Full,Two Years,Two Months
,454,1000634,0.0025,,,1000634,Group 2,3500007418,1,1,0,454,9,,,,,,1,4,0,,454,,,0,,20120726,670000,0.0425,360,360,20120901,454,1,0,0,,665351.78,0.0425,3296,20130101,0,,454,,,,,,,,,,,454,,,,,,,,,,,454,,,,,,,,0,,325,454,1,,0,,9.6,,2,1,20120928,,454,,,,,,761,748,,2,,454,,,,,,,,0,,,454,19791,0,0,0,19791,19791,1,5,,3,454,,4,,146199.08,4894.31,0.301528,,,0,454,SHORT HILLS,NJ,7078,7,1,,965000,3,20120702,454,,,,,,,,0.6943,0.6943,0,0,0,454,,,,,,,,,,,454,,,,,,,,,,17,454,8,0,20420801,12158.34,7632.45,0,0,454,0,0,Full,Two Years,Two Months
,455,1000634,0.0025,,,1000634,Group 2,3500008934,1,1,0,455,7,,,,,,5,0,0,,455,,,0,,20120829,1000000,0.04125,360,360,20121001,455,1,0,0,,994180.32,0.04125,4846.5,20130101,0,,455,,,,,,,,,,,455,,,,,,,,,,,455,,,,,,,,0,,401,455,3,,1,,8,7,0,1,20120928,,455,,,,,,781,766,,2,,455,,,,,,,,0,,,455,72092,0,0,0,72092,72092,1,5,,3,455,,4,,610372.18,7846.49,0.166461,,,100,455,OLD GREENWICH,CT,6870,7,1,2370000,2370000,3,20120709,455,,,,,,,,0.4219,0.4219,0,0,0,455,,,,,,,,,,,455,,,,,,,,,,17,455,15,0,20420901,72092,0,0,0,455,0,0,Full,Two Years,Two Months
,456,1000634,0.0025,,,1000634,Group 2,3500008940,1,1,0,456,7,,,,,,1,0,0,,456,,,0,,20120816,739600,0.03875,360,360,20121001,456,1,0,0,,735220.52,0.03875,3477.87,20130101,0,,456,,,,,,,,,,,456,,,,,,,,,,,456,,,,,,,,0,,196,456,2,,0,,3.3,2.7,0,1,20120928,,456,,,,,,764,761,,2,,456,,,,,,,,0,,,456,13750,25000,0,0,38750,38750,1,5,,3,456,,4,,149923.75,7068,0.161552,,,100,456,FAIRFIELD,CT,6824,1,1,924500,943000,3,20120724,456,,,,,,,,0.8,0.8,0,0,0,456,,,,,,,,,,,456,,,,,,,,,,3,456,3,0,20420901,13750,0,0,25000,456,0,0,Full,Two Years,Two Months
,457,1000634,0.0025,,,1000634,Group 2,3500008948,1,1,0,457,7,,,,,,1,0,0,,457,,,0,,20120810,715000,0.03875,360,360,20121001,457,1,0,0,,710766.16,0.03875,3362.2,20130101,0,,457,,,,,,,,,,,457,,,,,,,,,,,457,,,,,,,,0,,366,457,0,,0,,12,9,0,1,20120928,,457,,,,,,732,711,,2,,457,,,,,,,,0,,,457,9358,4496,0,0,13854,13854,1,5,,3,457,,4,,122067.1,5122.1,0.384596,,,100,457,Fairfield,CT,6824,1,1,939000,939000,3,20120730,457,,,,,,,,0.7614,0.7614,0,0,0,457,,,,,,,,,,,457,,,,,,,,,,12,457,11,0,20420901,7825.3,1532.45,0,4496.1,457,0,0,Full,Two Years,Two Months
,458,1000634,0.0025,,,1000634,Group 2,3500008950,1,1,0,458,7,,,,,,5,0,0,,458,,,0,,20120826,1492000,0.0425,360,360,20121001,458,1,0,0,,1483733.93,0.0425,7339.74,20130101,0,,458,,,,,,,,,,,458,,,,,,,,,,,458,,,,,,,,0,,183,458,2,,1,,4.3,,0,1,20120928,,458,,,,,,807,690,,2,,458,,,,,,,,0,,,458,97495,0,0,0,97495,97495,0,5,,3,458,,4,,1089656.97,13235.92,0.13095,,,100,458,STRATTON,VT,5155,1,1,1865000,1775000,3,20120812,458,,,,,,,,0.8405,0.8405,0,0,0,458,,,,,,,,,,,458,,,,,,,,,,4,458,,0,20420901,97495,0,0,0,458,0,0,Full,Two Years,Two Months
,459,1000634,0.0025,,,1000634,Group 2,3500008951,1,1,0,459,6,,,,,,1,0,0,,459,,,115295,,20120910,807069,0.04125,360,360,20121101,459,1,0,0,,803645.78,0.04125,3911.46,20130101,0,,459,,,,,,,,,,,459,,,,,,,,,,,459,,,,,,,,0,,479,459,0,,0,,0.8,,0,1,20120928,,459,,,,,,734,671,,2,,459,,,,,,,,0,,,459,34000,0,0,0,34000,34000,1,5,,3,459,,4,,518927.98,5451.22,0.232891,,,100,459,WESTERLY,RI,2891,7,1,1152955,1155000,3,20120805,459,,,,,,,,0.8,0.7,0,0,0,459,,,,,,,,,,,459,,,,,,,,,,27,459,,115295,20421001,34000,0,0,0,459,0,0,Full,Two Years,Two Months
,460,1000634,0.0025,,,1000634,Group 2,3500008952,1,1,0,460,9,,,,,,1,0,0,,460,,,0,,20120810,1315000,0.0425,360,360,20121001,460,1,0,0,,1307562.4,0.0425,6469.01,20130101,0,,460,,,,,,,,,,,460,,,,,,,,,,,460,,,,,,,,0,,348,460,1,,0,,7.6,9.1,5,1,20120928,,460,,,,,,777,766,,2,,460,,,,,,,,0,,,460,15719,17815,0,0,33534,33534,1,5,,3,460,,4,,199790.89,8874.44,0.255528,,,0,460,PROVINCETOWN,MA,2657,1,1,,2300000,3,20120720,460,,,,,,,,0.5717,0.5717,0,0,0,460,,,,,,,,,,,460,,,,,,,,,,16,460,14,0,20420901,15719,0,0,17815,460,0,0,Full,Two Years,Two Months
,461,1000634,0.0025,,,1000634,Group 2,3500008953,1,1,0,461,9,,,,,,1,0,0,,461,,,0,,20120814,681800,0.0425,360,360,20121001,461,1,0,0,,678022.62,0.0425,3354.05,20130101,0,,461,,,,,,,,,,,461,,,,,,,,,,,461,,,,,,,,0,,413,461,1,,0,,10.8,,8,1,20120928,,461,,,,,,785,759,,2,,461,,,,,,,,0,,,461,16583,0,0,0,16583,16583,1,5,,3,461,,4,,58962.69,5021.33,0.302835,,,0,461,NEEDHAM,MA,2495,7,1,,1120000,3,20120711,461,,,,,,,,0.6087,0.6087,0,0,0,461,,,,,,,,,,,461,,,,,,,,,,22,461,,0,20420901,16583,0,0,0,461,0,0,Full,Two Years,Two Months
,462,1000634,0.0025,,,1000634,Group 2,3500008954,1,1,0,462,9,,,,,,1,0,0,,462,,,0,,20120822,645000,0.03875,360,360,20121001,462,1,0,0,,641180.68,0.03875,3033.03,20130101,0,,462,,,,,,,,,,,462,,,,,,,,,,,462,,,,,,,,0,,120,462,1,,0,,9.1,,1.5,1,20120928,,462,,,,,,796,797,,2,,462,,,,,,,,0,,,462,33955,0,0,0,33955,33955,1,5,,3,462,,4,,112345.51,11093.1,0.267324,,,0,462,NEEDHAM,MA,2494,1,1,,830000,3,20120725,462,,,,,,,,0.7771,0.7771,0,0,0,462,,,,,,,,,,,462,,,,,,,,,,10,462,,0,20420901,33955,0,0,0,462,0,0,Full,Two Years,Two Months
,463,1000634,0.0025,,,1000634,Group 2,3500008955,1,1,0,463,9,,,,,,1,0,0,,463,,,0,,20120823,870000,0.0425,360,360,20121001,463,1,0,0,,863131.21,0.0425,4279.88,20130101,0,,463,,,,,,,,,,,463,,,,,,,,,,,463,,,,,,,,0,,93,463,1,,0,,9,8,3,1,20120928,,463,,,,,,689,703,,2,,463,,,,,,,,0,,,463,9112,16250,0,0,25362,25362,1,5,,3,463,,4,,291956.18,5862.68,0.240778,,,0,463,WESTON,MA,2493,1,1,,1100000,3,20120731,463,,,,,,,,0.7909,0.7909,0,0,0,463,,,,,,,,,,,463,,,,,,,,,,25,463,25,0,20420901,9111,0,0,16250,463,0,0,Full,Two Years,Two Months
,464,1000634,0.0025,,,1000634,Group 2,3500008957,1,1,0,464,9,,,,,,1,0,0,,464,,,0,,20120824,644000,0.04125,360,360,20121001,464,1,0,0,,640351.68,0.04125,3121.14,20130101,0,,464,,,,,,,,,,,464,,,,,,,,,,,464,,,,,,,,0,,176,464,1,,0,,40,,5,1,20120928,,464,,,,,,813,782,,2,,464,,,,,,,,0,,,464,22206,0,0,0,22206,22206,1,5,,3,464,,4,,1175584.68,7763,0.344907,,,0,464,Weston,MA,2493,1,1,,805000,3,20120619,464,,,,,,,,0.8,0.8,0,0,0,464,,,,,,,,,,,464,,,,,,,,,,40,464,,0,20420901,22206,0,0,0,464,0,0,Full,Two Years,Two Months
,465,1000634,0.0025,,,1000634,Group 2,3500008958,1,1,0,465,9,,,,,,1,0,0,,465,,,0,,20120824,813000,0.0425,360,360,20121001,465,1,0,0,,805061.78,0.0425,3999.47,20130101,0,,465,,,,,,,,,,,465,,,,,,,,,,,465,,,,,,,,0,,428,465,1,,0,,13.6,1.5,6,1,20120928,,465,,,,,,798,794,,2,,465,,,,,,,,0,,,465,6351,12930,0,0,19281,19281,1,5,,3,465,,4,,103380.09,5389.43,0.277965,,,0,465,WESTON,MA,2493,1,1,,1300000,3,20120809,465,,,,,,,,0.6253,0.6253,0,0,0,465,,,,,,,,,,,465,,,,,,,,,,14,465,12,0,20420901,4500,0,1851.19,12930,465,0,0,Full,Two Years,Two Months
,466,1000634,0.0025,,,1000634,Group 2,3500008959,1,1,0,466,9,,,,,,1,0,0,,466,,,0,,20120827,882536,0.04125,360,360,20121001,466,1,0,0,,877080.11,0.04125,4277.21,20130101,0,,466,,,,,,,,,,,466,,,,,,,,,,,466,,,,,,,,0,,220,466,1,,0,,3,0.6,1,1,20120928,,466,,,,,,798,768,,2,,466,,,,,,,,0,,,466,31250,5725,0,0,36975,36975,1,5,,3,466,,4,,98442.09,5815.43,0.186098,,,0,466,WESTON,MA,2493,1,1,,1330000,3,20120727,466,,,,,,,,0.6635,0.6635,0,0,0,466,,,,,,,,,,,466,,,,,,,,,,3,466,5,0,20420901,31250,0,0,5725,466,0,0,Full,Two Years,Two Months
,467,1000634,0.0025,,,1000634,Group 2,3500008960,1,1,0,467,9,,,,,,1,0,0,,467,,,0,,20120827,726000,0.0425,360,360,20121001,467,1,0,0,,721977.77,0.0425,3571.48,20130101,0,,467,,,,,,,,,,,467,,,,,,,,,,,467,,,,,,,,0,,111,467,1,,0,,9,,4,1,20120928,,467,,,,,,738,783,,2,,467,,,,,,,,0,,,467,14570,0,0,0,14570,14570,1,5,,3,467,,4,,146528.95,5005.67,0.374455,,,0,467,Needham,MA,2492,1,1,,1000000,3,20120723,467,,,,,,,,0.726,0.726,0,0,0,467,,,,,,,,,,,467,,,,,,,,,,17,467,,0,20420901,12333.34,2236.38,0,0,467,0,0,Full,Two Years,Two Months
,468,1000634,0.0025,,,1000634,Group 2,3500008961,1,1,0,468,9,,,,,,1,0,0,,468,,,0,,20120829,677600,0.0425,360,360,20121001,468,1,0,0,,672020.3,0.0425,3333.38,20130101,0,,468,,,,,,,,,,,468,,,,,,,,,,,468,,,,,,,,0,,499,468,4,,0,,7,0.8,5,1,20120928,,468,,,,,,766,746,,2,,468,,,,,,,,0,,,468,13443,12083,0,0,25526,25526,1,5,,3,468,,4,,254612.03,9362.68,0.180954,,,0,468,NEEDHAM,MA,2492,1,1,,847000,3,20120725,468,,,,,,,,0.8,0.8,0,0,0,468,,,,,,,,,,,468,,,,,,,,,,13,468,18,0,20420901,13442,0,0,12083,468,0,0,Full,Two Years,Two Months
,469,1000634,0.0025,,,1000634,Group 2,3500008962,1,1,0,469,9,,,,,,1,0,0,,469,,,0,,20120829,1215000,0.0425,360,360,20121001,469,1,0,0,,1208268.58,0.0425,5977.07,20130101,0,,469,,,,,,,,,,,469,,,,,,,,,,,469,,,,,,,,0,,510,469,2,,0,,14,13,3,1,20120928,,469,,,,,,798,783,,2,,469,,,,,,,,0,,,469,17343,12520,0,0,29863,29863,1,5,,3,469,,4,,151471.09,11041.55,0.369742,,,0,469,NEEDHAM,MA,2492,1,1,,1640000,3,20120713,469,,,,,,,,0.7408,0.7408,0,0,0,469,,,,,,,,,,,469,,,,,,,,,,16,469,14,0,20420901,17343.25,0,0,12519.92,469,0,0,Full,Two Years,Two Months
,470,1000634,0.0025,,,1000634,Group 2,3500008963,1,1,0,470,9,,,,,,1,0,0,,470,,,0,,20120831,771000,0.0425,360,360,20121001,470,1,0,0,,766728.44,0.0425,3792.86,20130101,0,,470,,,,,,,,,,,470,,,,,,,,,,,470,,,,,,,,0,,90,470,3,,0,,2.9,,6,1,20120928,,470,,,,,,792,754,,2,,470,,,,,,,,0,,,470,35000,0,0,0,35000,35000,1,5,,3,470,,4,,130243.9,7929.6,0.12477,,,0,470,NEEDHAM,MA,2492,1,1,,1000000,3,20120724,470,,,,,,,,0.771,0.771,0,0,0,470,,,,,,,,,,,470,,,,,,,,,,11,470,,0,20420901,9999.99,25000,0,0,470,0,0,Full,Two Years,Two Months
,471,1000634,0.0025,,,1000634,Group 2,3500008965,1,1,0,471,7,,,,,,1,0,0,,471,,,0,,20120815,493500,0.04,360,360,20121001,471,1,0,0,,490641.59,0.04,2356.04,20130101,0,,471,,,,,,,,,,,471,,,,,,,,,,,471,,,,,,,,0,,1,471,2,,1,,,,0,1,,,471,,,,,,745,,,,,471,,,,,,,,0,,,471,19679,0,0,0,19679,19679,1,5,,3,471,,4,,147834,4064.34,0.20654,,,100,471,WELLESLEY,MA,2481,7,1,658000,680000,3,20120730,471,,,,,,,,0.75,0.75,0,0,0,471,,,,,,,,,,,471,,,,,,,,,,,471,,0,20420901,0,0,0,0,471,0,0,Full,Two Years,Two Months
,472,1000634,0.0025,,,1000634,Group 2,3500008966,1,1,0,472,7,,,,,,1,4,0,,472,,,0,,20120817,580000,0.04125,360,360,20121001,472,1,0,0,,576714.22,0.04125,2810.97,20130101,0,,472,,,,,,,,,,,472,,,,,,,,,,,472,,,,,,,,0,,155,472,0,,1,,1.3,,0,1,20120928,,472,,,,,,784,789,,2,,472,,,,,,,,0,,,472,17047,0,0,0,17047,17047,1,5,,3,472,,4,,324329.45,4829.07,0.281605,,,100,472,Wellesley,MA,2481,7,1,725000,855000,3,20120717,472,,,,,,,,0.8,0.8,0,0,0,472,,,,,,,,,,,472,,,,,,,,,,5,472,,0,20420901,17046.83,0,0,0,472,0,0,Full,Two Years,Two Months
,473,1000634,0.0025,,,1000634,Group 2,3500008967,1,1,0,473,7,,,,,,1,4,0,,473,,,0,,20120824,616000,0.04,360,360,20121001,473,1,0,0,,612432.02,0.04,2940.88,20130101,0,,473,,,,,,,,,,,473,,,,,,,,,,,473,,,,,,,,0,,152,473,1,,0,,5.7,,0,1,20120928,,473,,,,,,677,690,,2,,473,,,,,,,,0,,,473,42420,0,0,0,42420,42420,1,5,,3,473,,4,,1606888.29,8542.12,0.132888,,,100,473,WELLESLEY HILLS,MA,2481,7,1,770000,816000,3,20120731,473,,,,,,,,0.8,0.8,0,0,0,473,,,,,,,,,,,473,,,,,,,,,,10,473,,0,20420901,42419,0,0,0,473,0,0,Full,Two Years,Two Months
,474,1000634,0.0025,,,1000634,Group 2,3500008968,1,1,0,474,7,,,,,,1,0,0,,474,,,0,,20120830,588000,0.04125,360,360,20121001,474,1,0,0,,584668.91,0.04125,2849.74,20130101,0,,474,,,,,,,,,,,474,,,,,,,,,,,474,,,,,,,,0,,207,474,2,,0,,2.1,,0,1,20120928,,474,,,,,,727,652,,2,,474,,,,,,,,0,,,474,21325,0,0,0,21325,21325,1,5,,3,474,,4,,85315.7,5507.18,0.266729,,,100,474,WELLESLEY,MA,2481,7,1,735000,770000,3,20120806,474,,,,,,,,0.8,0.8,0,0,0,474,,,,,,,,,,,474,,,,,,,,,,10,474,,0,20420901,1999,15119,6823,0,474,0,0,Full,Two Years,Two Months
,475,1000634,0.0025,,,1000634,Group 2,3500008969,1,1,0,475,7,,,,,,1,0,0,,475,,,0,,20120830,848000,0.04125,360,360,20121001,475,1,0,0,,843195.98,0.04125,4109.83,20130101,0,,475,,,,,,,,,,,475,,,,,,,,,,,475,,,,,,,,0,,95,475,1,,0,,5,,0,1,20120928,,475,,,,,,743,743,,2,,475,,,,,,,,0,,,475,15000,0,0,0,15000,15000,1,5,,3,475,,4,,207267.52,6901.95,0.464867,,,100,475,WELLESLEY,MA,2481,7,1,1060000,1065000,3,20120716,475,,,,,,,,0.8,0.8,0,0,0,475,,,,,,,,,,,475,,,,,,,,,,7,475,,0,20420901,0,0,0,0,475,0,0,Full,Two Years,Two Months
,476,1000634,0.0025,,,1000634,Group 2,3500008970,1,1,0,476,7,,,,,,1,0,0,,476,,,0,,20120831,700000,0.03875,360,360,20121001,476,1,0,0,,695838.25,0.03875,3291.66,20130101,0,,476,,,,,,,,,,,476,,,,,,,,,,,476,,,,,,,,0,,157,476,2,,0,,6,1.3,0,1,20120928,,476,,,,,,784,750,,2,,476,,,,,,,,0,,,476,15417,9167,0,0,24584,24584,1,5,,3,476,,4,,114594.6,7815.25,0.335584,,,100,476,BELMONT,MA,2478,1,1,1000000,1013000,3,20120810,476,,,,,,,,0.7,0.7,0,0,0,476,,,,,,,,,,,476,,,,,,,,,,6,476,1.3,0,20420901,15416.66,0,0,9166.66,476,0,0,Full,Two Years,Two Months
,477,1000634,0.0025,,,1000634,Group 2,3500008971,1,1,0,477,7,,,,,,1,0,0,,477,,,0,,20120914,550000,0.03875,360,360,20121101,477,1,0,0,,547561.37,0.03875,2586.3,20130101,0,,477,,,,,,,,,,,477,,,,,,,,,,,477,,,,,,,,0,,2,477,1,,1,,,,0,1,,,477,,,,,,774,,,,,477,,,,,,,,0,,,477,12922,0,0,0,12922,12922,1,5,,3,477,,4,,198389,4305.21,0.33316,,,100,477,BROOKLINE,MA,2467,1,1,839050,950000,3,20120824,477,,,,,,,,0.6555,0.6555,0,0,0,477,,,,,,,,,,,477,,,,,,,,,,,477,,0,20421001,0,0,0,0,477,0,0,Full,Two Years,Two Months
